MARCA_ITV,MODELO_ITV,COD_PROVINCIA_VEH,CILINDRADA_ITV,COUNT
"VOGE","300RALLY","MA","292",4
"VOGE","300RALLY","O","292",2
"VOGE","300RALLY","TF","292",1
"VOGE","300RALLY","V","292",2
"VOGE","300RALLY","VA","292",2
"VOGE","625DSX","A","581",3
"VOGE","625DSX","B","581",7
"VOGE","625DSX","BI","581",1
"VOGE","625DSX","C","581",2
"VOGE","625DSX","CC","581",1
"VOGE","625DSX","CO","581",1
"VOGE","625DSX","CS","581",1
"VOGE","625DSX","GR","581",1
"VOGE","625DSX","H","581",1
"VOGE","625DSX","IB","581",2
"VOGE","625DSX","L","581",1
"VOGE","625DSX","M","581",6
"VOGE","625DSX","MA","581",11
"VOGE","625DSX","MU","581",3
"VOGE","625DSX","NA","581",1
"VOGE","625DSX","O","581",1
"VOGE","625DSX","SE","581",2
"VOGE","625DSX","SG","581",1
"VOGE","625DSX","T","581",1
"VOGE","625DSX","TF","581",2
"VOGE","625DSX","TO","581",2
"VOGE","625DSX","V","581",4
"VOGE","625R","A","581",1
"VOGE","625R","B","581",1
"VOGE","625R","CO","581",1
"VOGE","625R","M","581",2
"VOGE","625R","S","581",1
"VOGE","625R","SE","581",1
"VOGE","625R","T","581",1
"VOGE","625R","V","581",1
"VOGE","DS525X","A","494",2
"VOGE","DS525X","B","494",5
"VOGE","DS525X","BA","494",1
"VOGE","DS525X","CA","494",3
"VOGE","DS525X","GR","494",1
"VOGE","DS525X","IB","494",1
"VOGE","DS525X","J","494",1
"VOGE","DS525X","L","494",1
"VOGE","DS525X","LO","494",1
"VOGE","DS525X","M","494",1
"VOGE","DS525X","MA","494",2
"VOGE","DS525X","PO","494",2
"VOGE","DS525X","SE","494",1
"VOGE","DS525X","TO","494",1
"VOGE","DS525X","V","494",3
"VOGE","DS800X RALLY","A","798",10
"VOGE","DS800X RALLY","AB","798",3
"VOGE","DS800X RALLY","AL","798",6
"VOGE","DS800X RALLY","B","798",15
"VOGE","DS800X RALLY","BA","798",11
"VOGE","DS800X RALLY","BU","798",2
"VOGE","DS800X RALLY","C","798",4
"VOGE","DS800X RALLY","CA","798",5
"VOGE","DS800X RALLY","CC","798",4
"VOGE","DS800X RALLY","CO","798",5
"VOGE","DS800X RALLY","CR","798",1
"VOGE","DS800X RALLY","CS","798",5
"VOGE","DS800X RALLY","GC","798",1
"VOGE","DS800X RALLY","GI","798",2
"VOGE","DS800X RALLY","GR","798",7
"VOGE","DS800X RALLY","GU","798",4
"VOGE","DS800X RALLY","H","798",4
"VOGE","DS800X RALLY","HU","798",1
"VOGE","DS800X RALLY","IB","798",3
"VOGE","DS800X RALLY","J","798",4
"VOGE","DS800X RALLY","L","798",2
"VOGE","DS800X RALLY","LE","798",7
"VOGE","DS800X RALLY","LU","798",1
"VOGE","DS800X RALLY","M","798",28
"VOGE","DS800X RALLY","MA","798",18
"VOGE","DS800X RALLY","ML","798",2
"VOGE","DS800X RALLY","MU","798",7
"VOGE","DS800X RALLY","NA","798",2
"VOGE","DS800X RALLY","O","798",5
"VOGE","DS800X RALLY","PO","798",10
"VOGE","DS800X RALLY","S","798",6
"VOGE","DS800X RALLY","SA","798",1
"VOGE","DS800X RALLY","SE","798",12
"VOGE","DS800X RALLY","SG","798",3
"VOGE","DS800X RALLY","SO","798",1
"VOGE","DS800X RALLY","SS","798",4
"VOGE","DS800X RALLY","T","798",7
"VOGE","DS800X RALLY","TF","798",5
"VOGE","DS800X RALLY","TO","798",4
"VOGE","DS800X RALLY","V","798",13
"VOGE","DS800X RALLY","VA","798",2
"VOGE","DS800X RALLY","VI","798",2
"VOGE","DS800X RALLY","Z","798",7
"VOGE","DS800X RALLY","ZA","798",2
"VOGE","DS900X","A","895",2
"VOGE","DS900X","AL","895",2
"VOGE","DS900X","AV","895",1
"VOGE","DS900X","B","895",12
"VOGE","DS900X","BA","895",2
"VOGE","DS900X","BI","895",1
"VOGE","DS900X","C","895",1
"VOGE","DS900X","CC","895",1
"VOGE","DS900X","CO","895",2
"VOGE","DS900X","GC","895",1
"VOGE","DS900X","H","895",2
"VOGE","DS900X","J","895",1
"VOGE","DS900X","LE","895",1
"VOGE","DS900X","LO","895",2
"VOGE","DS900X","M","895",12
"VOGE","DS900X","MA","895",14
"VOGE","DS900X","O","895",1
"VOGE","DS900X","OU","895",1
"VOGE","DS900X","P","895",2
"VOGE","DS900X","S","895",3
"VOGE","DS900X","SE","895",5
"VOGE","DS900X","SG","895",1
"VOGE","DS900X","SS","895",1
"VOGE","DS900X","T","895",1
"VOGE","DS900X","TF","895",2
"VOGE","DS900X","V","895",3
"VOGE","DS900X","Z","895",3
"VOGE","DS900X","ZA","895",1
"VOGE","R125","A","125",3
"VOGE","R125","AB","125",1
"VOGE","R125","B","125",4
"VOGE","R125","BU","125",1
"VOGE","R125","C","125",1
"VOGE","R125","CA","125",1
"VOGE","R125","GU","125",1
"VOGE","R125","IB","125",2
"VOGE","R125","LE","125",2
"VOGE","R125","M","125",5
"VOGE","R125","MA","125",1
"VOGE","R125","ML","125",1
"VOGE","R125","MU","125",1
"VOGE","R125","P","125",1
"VOGE","R125","T","125",2
"VOGE","R125","TF","125",1
"VOGE","R125","TO","125",1
"VOGE","R125","Z","125",2
"VOGE","SR1","A","125",2
"VOGE","SR1","B","125",2
"VOGE","SR1","CO","125",1
"VOGE","SR1","J","125",1
"VOGE","SR1","M","125",2
"VOGE","SR1","MA","125",1
"VOGE","SR1","TF","125",3
"VOGE","SR1","V","125",3
"VOGE","SR16","A","125",1
"VOGE","SR16","B","125",3
"VOGE","SR16","IB","125",1
"VOGE","SR16","M","125",3
"VOGE","SR16","MA","125",5
"VOGE","SR16","MU","125",1
"VOGE","SR1ADV","A","125",1
"VOGE","SR1ADV","AL","125",1
"VOGE","SR1ADV","B","125",4
"VOGE","SR1ADV","CA","125",1
"VOGE","SR1ADV","CC","125",1
"VOGE","SR1ADV","GC","125",1
"VOGE","SR1ADV","GR","125",1
"VOGE","SR1ADV","M","125",3
"VOGE","SR1ADV","MA","125",3
"VOGE","SR1ADV","O","125",1
"VOGE","SR1ADV","S","125",1
"VOGE","SR1ADV","TF","125",2
"VOGE","SR1ADV","V","125",2
"VOGE","SR1ADV","VA","125",1
"VOGE","SR1ADV","Z","125",2
"VOGE","SR3","A","244",1
"VOGE","SR3","B","244",1
"VOGE","SR3","J","244",1
"VOGE","SR3","M","244",3
"VOGE","SR3","V","244",1
"VOGE","SR4 MAX","A","350",1
"VOGE","SR4 MAX","GR","350",1
"VOGE","SR4 MAX","M","350",1
"VOGE","SR4 MAX","MA","350",1
"VOGE","SR4 MAX","SE","350",2
"WOTTAN","CIVIS-C","B","125",1
"WOTTAN","CIVIS-C","GR","125",1
"WOTTAN","CIVIS-C","TO","125",1
"WOTTAN","GT2","A","125",1
"WOTTAN","GT2","CS","125",1
"WOTTAN","GT2","IB","125",1
"WOTTAN","GT2","L","125",1
"WOTTAN","GT2","V","125",8
"WOTTAN","REBBE","A","124",1
"WOTTAN","STORM-S","A","276",1
"WOTTAN","STORM-S","V","276",1
"WOTTAN","STORM-T","MU","125",1
"WOTTAN","STORM-X","V","125",1
"WOTTAN MOTOR","SIXTEEN","V","125",1
"WOTTAN MOTOR","STORM","A","125",1
"WOTTAN MOTOR","STORM","GI","125",1
"WOTTAN MOTOR","STORM-T","M","125",1
"WOTTAN MOTOR","STORM-T","V","125",2
"YADEA","C1S PRO","MA","0",1
"YAMAHA","CZD300-A","B","292",6
"YAMAHA","CZD300-A","BI","292",1
"YAMAHA","CZD300-A","CC","292",1
"YAMAHA","CZD300-A","HU","292",1
"YAMAHA","CZD300-A","J","292",1
"YAMAHA","CZD300-A","M","292",2
"YAMAHA","CZD300-A","MU","292",2
"YAMAHA","CZD300-A","O","292",1
"YAMAHA","CZD300-A","PO","292",1
"YAMAHA","CZD300-A","SE","292",1
"YAMAHA","CZD300D-A","A","292",1
"YAMAHA","CZD300D-A","AL","292",1
"YAMAHA","CZD300D-A","B","292",6
"YAMAHA","CZD300D-A","BI","292",1
"YAMAHA","CZD300D-A","CA","292",5
"YAMAHA","CZD300D-A","CO","292",1
"YAMAHA","CZD300D-A","GC","292",1
"YAMAHA","CZD300D-A","IB","292",2
"YAMAHA","CZD300D-A","LO","292",1
"YAMAHA","CZD300D-A","M","292",4
"YAMAHA","CZD300D-A","MA","292",2
"YAMAHA","CZD300D-A","S","292",1
"YAMAHA","CZD300D-A","TF","292",1
"YAMAHA","CZD300D-A","V","292",1
"YAMAHA","LTS125-C","LE","125",1
"YAMAHA","MT-07","A","689",2
"YAMAHA","MT-07","AB","689",2
"YAMAHA","MT-07","B","689",15
"YAMAHA","MT-07","BI","689",2
"YAMAHA","MT-07","CA","689",3
"YAMAHA","MT-07","CC","689",1
"YAMAHA","MT-07","GC","689",3
"YAMAHA","MT-07","GI","689",5
"YAMAHA","MT-07","GR","689",1
"YAMAHA","MT-07","HU","689",1
"YAMAHA","MT-07","M","689",7
"YAMAHA","MT-07","MA","689",4
"YAMAHA","MT-07","NA","689",2
"YAMAHA","MT-07","O","689",1
"YAMAHA","MT-07","S","689",1
"YAMAHA","MT-07","SE","689",5
"YAMAHA","MT-07","SS","689",1
"YAMAHA","MT-07","T","689",1
"YAMAHA","MT-07","TF","689",1
"YAMAHA","MT-07","V","689",4
"YAMAHA","MT-07","VA","689",1
"YAMAHA","MT-09","B","890",3
"YAMAHA","MT-09","BI","890",1
"YAMAHA","MT-09","CE","890",1
"YAMAHA","MT-09","CS","890",1
"YAMAHA","MT-09","GR","890",3
"YAMAHA","MT-09","IB","890",1
"YAMAHA","MT-09","L","890",1
"YAMAHA","MT-09","M","890",3
"YAMAHA","MT-09","NA","890",1
"YAMAHA","MT-09","S","890",1
"YAMAHA","MT-09","V","890",2
"YAMAHA","MT-09","VA","890",1
"YAMAHA","MT-09","Z","890",2
"YAMAHA","MTM125","B","125",1
"YAMAHA","MTM125","CA","125",1
"YAMAHA","MTM125","GI","125",2
"YAMAHA","MTM125","IB","125",1
"YAMAHA","MTM125","M","125",1
"YAMAHA","MTM125","O","125",1
"YAMAHA","MTM125","V","125",1
"YAMAHA","MTM125-C","A","125",1
"YAMAHA","MTM125-C","CE","125",1
"YAMAHA","MTM125-C","J","125",1
"YAMAHA","MTM690","AL","689",1
"YAMAHA","MTM890","BA","890",1
"YAMAHA","MTM890-U","B","890",1
"YAMAHA","MTM890D","M","890",1
"YAMAHA","MTM890D-U","MU","890",1
"YAMAHA","MTN1000","MA","998",1
"YAMAHA","MTN125-A","B","125",4
"YAMAHA","MTN125-A","BA","125",1
"YAMAHA","MTN125-A","BI","125",1
"YAMAHA","MTN125-A","C","125",2
"YAMAHA","MTN125-A","CA","125",3
"YAMAHA","MTN125-A","CO","125",1
"YAMAHA","MTN125-A","CS","125",1
"YAMAHA","MTN125-A","GC","125",1
"YAMAHA","MTN125-A","GI","125",2
"YAMAHA","MTN125-A","IB","125",2
"YAMAHA","MTN125-A","LO","125",1
"YAMAHA","MTN125-A","LU","125",1
"YAMAHA","MTN125-A","M","125",2
"YAMAHA","MTN125-A","MA","125",2
"YAMAHA","MTN125-A","NA","125",1
"YAMAHA","MTN125-A","O","125",1
"YAMAHA","MTN125-A","PO","125",1
"YAMAHA","MTN125-A","SE","125",1
"YAMAHA","MTN125-A","T","125",2
"YAMAHA","MTN125-A","TF","125",2
"YAMAHA","MTN125-A","Z","125",1
"YAMAHA","MTN320-A","TO","321",1
"YAMAHA","MTN890","B","890",5
"YAMAHA","MTN890","BA","890",1
"YAMAHA","MTN890","GI","890",1
"YAMAHA","MTN890","LE","890",2
"YAMAHA","MTN890","M","890",2
"YAMAHA","MTN890","T","890",1
"YAMAHA","MTN890-S","B","890",1
"YAMAHA","MTN890-S","GI","890",1
"YAMAHA","MTN890-SU","M","890",1
"YAMAHA","MTN890-SU","SA","890",1
"YAMAHA","MTN890-SU","T","890",1
"YAMAHA","MTN890-U","AL","890",1
"YAMAHA","MTN890-U","B","890",2
"YAMAHA","MTN890-U","BI","890",1
"YAMAHA","MTN890-U","GI","890",1
"YAMAHA","MTN890-U","IB","890",1
"YAMAHA","MTN890-U","M","890",1
"YAMAHA","MTN890-U","S","890",1
"YAMAHA","MTN890-U","SE","890",1
"YAMAHA","MTN890D","GC","890",1
"YAMAHA","MTN890D","IB","890",1
"YAMAHA","MTN890D","SE","890",1
"YAMAHA","MTN890D-U","B","890",1
"YAMAHA","MTN890D-U","BI","890",1
"YAMAHA","MTN890D-U","GI","890",1
"YAMAHA","MTN890D-U","M","890",1
"YAMAHA","MTN890D-U","V","890",1
"YAMAHA","MTT690","A","689",1
"YAMAHA","MTT690","B","689",2
"YAMAHA","MTT690","GR","689",1
"YAMAHA","MTT690","IB","689",3
"YAMAHA","MTT690","M","689",2
"YAMAHA","MTT690-S","B","689",2
"YAMAHA","MTT690-S","GI","689",1
"YAMAHA","MTT690-U","MA","689",1
"YAMAHA","MTT690D","T","689",1
"YAMAHA","MTT690D-S","A","689",1
"YAMAHA","MTT690D-S","B","689",4
"YAMAHA","MTT690D-S","CU","689",1
"YAMAHA","MTT690D-S","GI","689",1
"YAMAHA","MTT690D-S","LO","689",1
"YAMAHA","MTT690D-S","S","689",1
"YAMAHA","MTT690D-S","SE","689",1
"YAMAHA","MTT690D-SU","A","689",1
"YAMAHA","MTT690D-SU","B","689",1
"YAMAHA","MTT690D-SU","GI","689",1
"YAMAHA","MTT690D-U","B","689",1
"YAMAHA","NMAX125","A","125",9
"YAMAHA","NMAX125","AB","125",4
"YAMAHA","NMAX125","AL","125",2
"YAMAHA","NMAX125","B","125",34
"YAMAHA","NMAX125","BA","125",4
"YAMAHA","NMAX125","BI","125",5
"YAMAHA","NMAX125","BU","125",1
"YAMAHA","NMAX125","C","125",4
"YAMAHA","NMAX125","CA","125",25
"YAMAHA","NMAX125","CC","125",3
"YAMAHA","NMAX125","CO","125",4
"YAMAHA","NMAX125","CU","125",1
"YAMAHA","NMAX125","GC","125",5
"YAMAHA","NMAX125","GI","125",1
"YAMAHA","NMAX125","GR","125",3
"YAMAHA","NMAX125","GU","125",1
"YAMAHA","NMAX125","H","125",9
"YAMAHA","NMAX125","IB","125",8
"YAMAHA","NMAX125","J","125",3
"YAMAHA","NMAX125","L","125",1
"YAMAHA","NMAX125","LE","125",1
"YAMAHA","NMAX125","LO","125",1
"YAMAHA","NMAX125","M","125",39
"YAMAHA","NMAX125","MA","125",14
"YAMAHA","NMAX125","ML","125",6
"YAMAHA","NMAX125","MU","125",4
"YAMAHA","NMAX125","NA","125",3
"YAMAHA","NMAX125","PO","125",3
"YAMAHA","NMAX125","S","125",4
"YAMAHA","NMAX125","SE","125",10
"YAMAHA","NMAX125","SS","125",2
"YAMAHA","NMAX125","T","125",2
"YAMAHA","NMAX125","TE","125",1
"YAMAHA","NMAX125","TF","125",1
"YAMAHA","NMAX125","V","125",18
"YAMAHA","NMAX125","VA","125",3
"YAMAHA","NMAX125","Z","125",4
"YAMAHA","RayZR 125","A","125",3
"YAMAHA","RayZR 125","B","125",6
"YAMAHA","RayZR 125","C","125",1
"YAMAHA","RayZR 125","CA","125",7
"YAMAHA","RayZR 125","CC","125",1
"YAMAHA","RayZR 125","CE","125",1
"YAMAHA","RayZR 125","CS","125",2
"YAMAHA","RayZR 125","GI","125",1
"YAMAHA","RayZR 125","GR","125",1
"YAMAHA","RayZR 125","IB","125",2
"YAMAHA","RayZR 125","M","125",3
"YAMAHA","RayZR 125","MA","125",3
"YAMAHA","RayZR 125","MU","125",1
"YAMAHA","RayZR 125","PO","125",1
"YAMAHA","RayZR 125","SA","125",1
"YAMAHA","RayZR 125","SE","125",2
"YAMAHA","RayZR 125","SS","125",1
"YAMAHA","RayZR 125","V","125",2
"YAMAHA","RayZR 125","VI","125",1
"YAMAHA","TRICITY 125","B","125",1
"YAMAHA","TRICITY 125","M","125",1
"YAMAHA","WR125","A","125",2
"YAMAHA","WR125","B","125",2
"YAMAHA","WR125","BA","125",1
"YAMAHA","WR125","CA","125",2
"YAMAHA","WR125","IB","125",1
"YAMAHA","WR125","LU","125",1
"YAMAHA","WR125","M","125",2
"YAMAHA","WR125","MA","125",1
"YAMAHA","WR125","NA","125",1
"YAMAHA","WR125","O","125",1
"YAMAHA","WR125","SE","125",6
"YAMAHA","WR125","SS","125",1
"YAMAHA","XMAX125","A","125",6
"YAMAHA","XMAX125","AB","125",1
"YAMAHA","XMAX125","AL","125",1
"YAMAHA","XMAX125","B","125",17
"YAMAHA","XMAX125","BA","125",1
"YAMAHA","XMAX125","CA","125",6
"YAMAHA","XMAX125","CC","125",1
"YAMAHA","XMAX125","CE","125",1
"YAMAHA","XMAX125","CO","125",1
"YAMAHA","XMAX125","CS","125",2
"YAMAHA","XMAX125","GC","125",4
"YAMAHA","XMAX125","GI","125",1
"YAMAHA","XMAX125","GR","125",2
"YAMAHA","XMAX125","H","125",2
"YAMAHA","XMAX125","IB","125",4
"YAMAHA","XMAX125","J","125",2
"YAMAHA","XMAX125","LO","125",1
"YAMAHA","XMAX125","M","125",10
"YAMAHA","XMAX125","MA","125",2
"YAMAHA","XMAX125","MU","125",2
"YAMAHA","XMAX125","PO","125",3
"YAMAHA","XMAX125","S","125",1
"YAMAHA","XMAX125","SE","125",12
"YAMAHA","XMAX125","T","125",1
"YAMAHA","XMAX125","TF","125",1
"YAMAHA","XMAX125","V","125",5
"YAMAHA","XMAX125","Z","125",2
"YAMAHA","XP560","B","562",2
"YAMAHA","XP560","BI","562",1
"YAMAHA","XP560","CA","562",1
"YAMAHA","XP560","GI","562",2
"YAMAHA","XP560","LO","562",1
"YAMAHA","XP560","M","562",3
"YAMAHA","XP560","MU","562",1
"YAMAHA","XP560","O","562",1
"YAMAHA","XP560","S","562",1
"YAMAHA","XP560","T","562",1
"YAMAHA","XP560","V","562",4
"YAMAHA","XP560D","A","562",1
"YAMAHA","XP560D","B","562",2
"YAMAHA","XP560D","CA","562",1
"YAMAHA","XP560D","GU","562",1
"YAMAHA","XP560D","IB","562",2
"YAMAHA","XP560D","M","562",1
"YAMAHA","XP560D","NA","562",1
"YAMAHA","XP560D","PO","562",1
"YAMAHA","XP560D","T","562",1
"YAMAHA","XP560D","V","562",1
"YAMAHA","XTZ 700 Tenere","AL","689",1
"YAMAHA","XTZ 700 Tenere","B","689",2
"YAMAHA","XTZ 700 Tenere","BI","689",1
"YAMAHA","XTZ 700 Tenere","C","689",1
"YAMAHA","XTZ 700 Tenere","CA","689",3
"YAMAHA","XTZ 700 Tenere","GC","689",1
"YAMAHA","XTZ 700 Tenere","GI","689",4
"YAMAHA","XTZ 700 Tenere","GR","689",2
"YAMAHA","XTZ 700 Tenere","H","689",2
"YAMAHA","XTZ 700 Tenere","IB","689",2
"YAMAHA","XTZ 700 Tenere","LE","689",1
"YAMAHA","XTZ 700 Tenere","LO","689",2
"YAMAHA","XTZ 700 Tenere","M","689",7
"YAMAHA","XTZ 700 Tenere","MA","689",6
"YAMAHA","XTZ 700 Tenere","MU","689",1
"YAMAHA","XTZ 700 Tenere","NA","689",1
"YAMAHA","XTZ 700 Tenere","O","689",1
"YAMAHA","XTZ 700 Tenere","S","689",1
"YAMAHA","XTZ 700 Tenere","SE","689",2
"YAMAHA","XTZ 700 Tenere","TF","689",2
"YAMAHA","XTZ 700 Tenere","V","689",2
"YAMAHA","YZF125-A","A","125",1
"YAMAHA","YZF125-A","B","125",3
"YAMAHA","YZF125-A","BA","125",1
"YAMAHA","YZF125-A","GI","125",2
"YAMAHA","YZF125-A","M","125",1
"YAMAHA","YZF125-A","MU","125",1
"YAMAHA","YZF125-A","TF","125",1
"YAMAHA","YZF125-A","V","125",3
"YAMAHA","YZF320-A","B","321",1
"YAMAHA","YZF320-A","NA","321",1
"YAMAHA","YZF320-A","S","321",1
"YAMAHA","YZF890","B","890",4
"YAMAHA","YZF890","M","890",2
"YAMAHA","YZF890-U","S","890",1
"ZERO MOTORCYCLES","DS 14.4 11KW","B","0",2
"ZERO MOTORCYCLES","DS 14.4 11KW","V","0",2
"ZNEN","P45","V","125",2
"ZONTES","125C","A","125",3
"ZONTES","125C","AL","125",2
"ZONTES","125C","B","125",10
"ZONTES","125C","BI","125",1
"ZONTES","125C","CA","125",1
"ZONTES","125C","CO","125",1
"ZONTES","125C","CS","125",1
"ZONTES","125C","CU","125",1
"ZONTES","125C","GR","125",1
"ZONTES","125C","H","125",1
"ZONTES","125C","IB","125",3
"ZONTES","125C","J","125",2
"ZONTES","125C","LO","125",2
"ZONTES","125C","M","125",5
"ZONTES","125C","MA","125",3
"ZONTES","125C","MU","125",1
"ZONTES","125C","NA","125",1
"ZONTES","125C","PO","125",1
"ZONTES","125C","S","125",1
"ZONTES","125C","SA","125",1
"ZONTES","125C","SE","125",2
"ZONTES","125C","SS","125",1
"ZONTES","125C","T","125",1
"ZONTES","125C","TF","125",1
"ZONTES","125C","V","125",2
"ZONTES","125D","AV","125",1
"ZONTES","125D","B","125",8
"ZONTES","125D","CC","125",1
"ZONTES","125D","CE","125",1
"ZONTES","125D","GC","125",1
"ZONTES","125D","H","125",1
"ZONTES","125D","M","125",2
"ZONTES","125D","PO","125",1
"ZONTES","125D","SE","125",1
"ZONTES","125E","A","125",1
"ZONTES","125E","AB","125",2
"ZONTES","125E","B","125",4
"ZONTES","125E","CA","125",1
"ZONTES","125E","CS","125",1
"ZONTES","125E","GC","125",2
"ZONTES","125E","IB","125",1
"ZONTES","125E","L","125",1
"ZONTES","125E","M","125",5
"ZONTES","125E","MA","125",3
"ZONTES","125E","MU","125",1
"ZONTES","125E","O","125",1
"ZONTES","125E","PO","125",1
"ZONTES","125E","SE","125",1
"ZONTES","125E","T","125",1
"ZONTES","125E","TF","125",1
"ZONTES","125E","TO","125",2
"ZONTES","125E","V","125",4
"ZONTES","125M","B","125",1
"ZONTES","125M","M","125",3
"ZONTES","125M","MA","125",1
"ZONTES","125M","SE","125",1
"ZONTES","125M","T","125",1
"ZONTES","125M","V","125",1
"ZONTES","350R","B","348",2
"ZONTES","350R","GU","348",1
"ZONTES","350R","IB","348",1
"ZONTES","350R","M","348",4
"ZONTES","350R","MA","348",1
"ZONTES","350R","MU","348",1
"ZONTES","350S","CO","348",1
"ZONTES","350S","MA","348",1
"ZONTES","350T","B","348",1
"ZONTES","350T","MU","348",1
"ZONTES","368D","A","368",2
"ZONTES","368D","AL","368",1
"ZONTES","368D","B","368",1
"ZONTES","368D","CA","368",1
"ZONTES","368D","GC","368",1
"ZONTES","368D","J","368",1
"ZONTES","368D","M","368",1
"ZONTES","368D","MA","368",1
"ZONTES","368D","MU","368",1
"ZONTES","368D","SE","368",1
"ZONTES","368D","Z","368",1
"ZONTES","368E","A","368",2
"ZONTES","368E","B","368",5
"ZONTES","368E","BI","368",1
"ZONTES","368E","IB","368",1
"ZONTES","368E","M","368",6
"ZONTES","368E","MU","368",2
"ZONTES","368E","NA","368",1
"ZONTES","368E","PO","368",2
"ZONTES","368E","SE","368",2
"ZONTES","368E","VA","368",2
"ZONTES","368G","A","368",6
"ZONTES","368G","AB","368",1
"ZONTES","368G","AL","368",3
"ZONTES","368G","B","368",37
"ZONTES","368G","BA","368",1
"ZONTES","368G","BI","368",2
"ZONTES","368G","BU","368",1
"ZONTES","368G","C","368",3
"ZONTES","368G","CA","368",6
"ZONTES","368G","CC","368",1
"ZONTES","368G","CO","368",4
"ZONTES","368G","CR","368",1
"ZONTES","368G","CS","368",2
"ZONTES","368G","GC","368",3
"ZONTES","368G","GI","368",1
"ZONTES","368G","GR","368",9
"ZONTES","368G","GU","368",1
"ZONTES","368G","H","368",3
"ZONTES","368G","IB","368",6
"ZONTES","368G","J","368",1
"ZONTES","368G","L","368",1
"ZONTES","368G","LO","368",2
"ZONTES","368G","M","368",12
"ZONTES","368G","MA","368",19
"ZONTES","368G","ML","368",2
"ZONTES","368G","MU","368",3
"ZONTES","368G","NA","368",1
"ZONTES","368G","O","368",2
"ZONTES","368G","PO","368",2
"ZONTES","368G","S","368",1
"ZONTES","368G","SA","368",1
"ZONTES","368G","SE","368",8
"ZONTES","368G","SG","368",1
"ZONTES","368G","SS","368",1
"ZONTES","368G","T","368",3
"ZONTES","368G","TF","368",10
"ZONTES","368G","TO","368",1
"ZONTES","368G","V","368",23
"ZONTES","368G","Z","368",2
"ZONTES","368K","B","368",4
"ZONTES","368K","GR","368",2
"ZONTES","368K","IB","368",1
"ZONTES","368K","M","368",3
"ZONTES","368K","PO","368",2
"ZONTES","368K","SE","368",1
"ZONTES","368K","SS","368",1
"ZONTES","368K","TE","368",1
"ZONTES","368K","V","368",4
"ZONTES","368M","B","368",2
"ZONTES","368M","CA","368",1
"ZONTES","368M","MA","368",1
"ZONTES","368M","SE","368",1
"ZONTES","368M","TO","368",1
"ZONTES","368M","V","368",1
"ZONTES","703F","A","699",3
"ZONTES","703F","C","699",1
"ZONTES","703F","CA","699",4
"ZONTES","703F","CR","699",1
"ZONTES","703F","GU","699",1
"ZONTES","703F","IB","699",1
"ZONTES","703F","LE","699",1
"ZONTES","703F","M","699",5
"ZONTES","703F","MU","699",2
"ZONTES","703F","O","699",1
"ZONTES","703F","PO","699",2
"ZONTES","703F","SE","699",1
"ZONTES","703F","TE","699",1
"ZONTES","703F","TF","699",1
"ZONTES","703F","VA","699",3
"ZONTES","703RR","A","699",2
"ZONTES","703RR","AL","699",1
"ZONTES","703RR","B","699",3
"ZONTES","703RR","BU","699",1
"ZONTES","703RR","CA","699",1
"ZONTES","703RR","GI","699",1
"ZONTES","703RR","GU","699",1
"ZONTES","703RR","M","699",7
"ZONTES","703RR","MA","699",1
"ZONTES","703RR","O","699",2
"ZONTES","703RR","OU","699",1
"ZONTES","703RR","PO","699",1
"ZONTES","703RR","TO","699",2
"ZONTES","703RR","V","699",4
"ZONTES","703RR","VA","699",1
"ZONTES","GK350","B","348",1
"ZONTES","ZT125-G1","A","125",3
"ZONTES","ZT125-G1","AL","125",1
"ZONTES","ZT125-G1","B","125",3
"ZONTES","ZT125-G1","CA","125",1
"ZONTES","ZT125-G1","CS","125",1
"ZONTES","ZT125-G1","GC","125",1
"ZONTES","ZT125-G1","GR","125",1
"ZONTES","ZT125-G1","IB","125",1
"ZONTES","ZT125-G1","M","125",2
"ZONTES","ZT125-G1","MA","125",1
"ZONTES","ZT125-G1","MU","125",1
"ZONTES","ZT125-G1","SE","125",3
"ZONTES","ZT125-G1","V","125",3
"ZONTES","ZT125-GK","A","125",1
"ZONTES","ZT125-U","A","125",1
"ZONTES","ZT125-U","B","125",2
"ZONTES","ZT125-U","CA","125",1
"ZONTES","ZT125-U","M","125",1
"ZONTES","ZT125-U","MA","125",1
"ZONTES","ZT125-U","MU","125",1
"ZONTES","ZT125-U","O","125",1
"ZONTES","ZT125-U","SE","125",1
"ZONTES","ZT125-U","T","125",1
"ZONTES","ZT125-U","VA","125",1
"ZONTES","ZT125-U1","C","125",1
"ZONTES","ZT125-U1","GR","125",1
"ZONTES","ZT125-U1","M","125",1
"ZONTES","ZT125-U1","S","125",1
"ZONTES","ZT125-Z2","A","125",2
"ZONTES","ZT125-Z2","B","125",2
"ZONTES","ZT125-Z2","BI","125",1
"ZONTES","ZT125-Z2","CO","125",1
"ZONTES","ZT125-Z2","H","125",1
"ZONTES","ZT125-Z2","M","125",1
"ZONTES","ZT125-Z2","SE","125",1
"ZONTES","ZT125-Z2","T","125",1
"ZONTES","ZT125-Z2","TO","125",1
"ZONTES","ZT125-Z2","V","125",1
