MARCA_ITV,MODELO_ITV,KW_ITV,CATEGORIA_HOMOLOGACION_EUROPEA_ITV,COUNT
"LIVEWIRE","S2 ALPINISTA","30.00","L3e",5
"LIVEWIRE","S2 DEL MAR","30.00","L3e",7
"LIVEWIRE","S2 MULHOLLAND","30.00","L3e",5
"LVNENG","LX06MAX, S6, ELEGANCE","4.00","L3e",1
"LVNENG","LX06MAX","4.00","L3e",1
"LVNENG","LX08MAX","4.00","L3e",179
"LVNENG","NCE S","6.60","L3e",2
"LVNENG","NCS S","4.65","L3e",143
"MAEVING","RM1S","7.20","L3e",1
"MILG","JY","1.50","L3e",3
"NEXTELECTRICMOTORS","NX PLUS","4.00","L3e",25
"NEXTELECTRICMOTORS","OVEGA","10.00","L3e",13
"NEXT","MOJITO","3.50","L3e",102
"NEXT","OVEGA","10.00","L3e",50
"NEXT","V5","10.00","L3e",21
"NIU","FQI 500","6.40","L3e",4
"NIU","MQI GT EVO ESTANDAR E5","6.50","L3e",8
"NIU","MQI GT L3 3KWH ESTANDA","3.10","L3e",2
"NIU","MQI GT L3 4KWH EXTENDI","3.10","L3e",2
"NIU","NQI GT CARGO L3 4,2KWH","3.50","L3e",1
"NIU","NQI GTS SPORTL3 3,2KWH","4.60","L3e",15
"NIU","NQIX 300","5.00","L3e",14
"NIU","NQIX 500","9.00","L3e",8
"NIU","RQI SPORT","7.50","L3e",1
"NUUK","ZICLYK","3.50","L3e",2
"NWOW","NWOW-02A","6.80","L3e",7
"NWOW","PROCARGO","4.00","L3e",1
"NWOW","RIDER-X","8.00","L3e",1
"OTTOBIKE","--","10.50","L3e",3
"OTTOBIKE","--","5.70","L3e",1
"OXWIN","ES1 PRO","5.00","L3e",27
"PIAGGIO","PIAGGIO 1","2.00","L3e",30
"PIAGGIO","PIAGGIO 1","2.70","L3e",5
"PIAGGIO","VESPA ELETTRICA","3.60","L3e",5
"PIAGGIO","VESPA PRIMAVERA TECH E","3.60","L3e",5
"QJMOTOR","G3","3.50","L3e",1
"QUAZZAR","E-DIVINE PLUS","4.00","L3e",37
"RAY ELECTRIC MOTORS","RAY 7.7","11.00","L3e",12
"RIEJU","NUUK","6.13","L3e",801
"RIEJU","NUUK","8.30","L3e",1
"RIEJU","RAY7.7","11.00","L3e",24
"RIEJU","RIEJU E-CITY","3.70","L3e",2
"RODEA","NG-01","4.70","L3e",12
"SAKURA","- - -","3.00","L3e",1
"SAKURA","EV4500","4.50","L3e",2
"SAKURA","JS2A-2","4.00","L3e",2
"SAKURA","JS2A","4.00","L3e",3
"SEGWAY","--","7.80","L3e",157
"SEGWAY","E250S","5.00","L3e",25
"SILENCE","S01+","7.50","L3e",129
"SILENCE","S01","7.00","L3e",1185
"SILENCE","S02","4.00","L3e",10
"SILENCE","S02","4.54","L3e",11
"SILENCE","S02","7.00","L3e",239
"SILENCE","SEAT MÓ 125 PERFORMANC","7.50","L3e",9
"SILENCE","SEAT MÓ ESCOOTER 125","7.00","L3e",194
"STARK","STARK VARG","9.00","L3e",239
"STARK","VARG","9.00","L3e",36
"SUPER SOCO","CPX","4.00","L3e",19
"SUPER SOCO","CPXPRO","4.00","L3e",6
"SUPER SOCO","TC 125","1.90","L3e",36
"SUPER SOCO","TC MAX E5","3.90","L3e",39
"SUPER SOCO","TC WANDERER","2.50","L3e",13
"SUPER SOCO","TS STREET HUNTER","2.50","L3e",14
"SURRON","ULTRA BEE","6.00","L3e",19
"SWAPPER","TWO+","4.70","L3e",2
"SWAPPER","X+","3.00","L3e",9
"UGBEST","LEGEND","3.00","L3e",2
"ULTRAVIOLETTE AUTOMOTIVE PRIVA","F77 MACH 2 RECON","9.50","L3e",6
"ULTRAVIOLETTE AUTOMOTIVE PRIVA","F77 SUPERSTREET RECON","9.50","L3e",8
"ULTRAVIOLETTE AUTOMOTIVE","F77 MACH 2 RECON","9.50","L3e",2
"URBAN ELECTRIC MOTORS","LX06MAX","4.00","L3e",3
"URBAN ELECTRIC MOTORS","LX08MAX","4.00","L3e",1
"URBAN ELECTRIC MOTORS","URBAN DELIVERY","4.70","L3e",33
"VELCA","CALIMA S","5.15","L3e",104
"VELCA","CALIMA","4.00","L3e",7
"VELCA","EON","11.00","L3e",1
"VELCA","JSQ1","8.00","L3e",109
"VELCA","NUDE LITE","6.30","L3e",1
"VELCA","NUDE","9.50","L3e",2
"VELCA","ONE","7.00","L3e",175
"VELCA","TRAMONTANA S","4.68","L3e",38
"VELCA","VORTEX ELEVEN","11.00","L3e",1
"VELCA","VORTEX","8.00","L3e",49
"VELIMOTOR","VMX10S","4.00","L3e",5
"VELIMOTOR","VMX10SE","4.00","L3e",1
"VERGE","TS","35.00","L3e",3
"VMOTO","CITI","4.00","L3e",3
"VMOTO","F01","3.50","L3e",20
"VMOTO","STASH","9.00","L3e",25
"VOGE","ER10","6.00","L3e",1
"VOSTOK","C8S EXPRESS PLUS","5.00","L3e",9
"WAYSCRAL","E-SPEED","3.00","L3e",1
"YADEA","C1S PRO","6.00","L3e",11
"YADEA","G5S","4.10","L3e",12
"YADEA","Y1S PRO","3.60","L3e",7
"YASAN MOTOR","E-BEE","4.00","L3e",3
"ZEEHO","AE6+","4.70","L3e",9
"ZEEHO","N.A.","10.20","L3e",3
"ZEEHO","N/A","10.20","L3e",8
"ZERO MOTORCYCLES","DS 11KW ZF14.4","11.00","L3e",4
"ZERO MOTORCYCLES","DS 14.4 11KW","11.00","L3e",2
"ZERO MOTORCYCLES","DS 14.4","11.00","L3e",14
"ZERO MOTORCYCLES","DS ZF14.4 11KW","11.00","L3e",5
"ZERO MOTORCYCLES","DS","11.00","L3e",3
"ZERO MOTORCYCLES","DSR 15.6","33.00","L3e",8
"ZERO MOTORCYCLES","DSR 15.6","36.00","L3e",3
"ZERO MOTORCYCLES","DSR-X ZF17.3","36.00","L3e",4
"ZERO MOTORCYCLES","DSR/X ZF17.3","36.00","L3e",3
"ZERO MOTORCYCLES","DSR/X","36.00","L3e",4
"ZERO MOTORCYCLES","DSR","33.00","L3e",3
"ZERO MOTORCYCLES","FX ZF7.2","15.40","L3e",13
"ZERO MOTORCYCLES","FX","15.00","L3e",1
"ZERO MOTORCYCLES","FXE ZF7.2 11KW","10.60","L3e",4
"ZERO MOTORCYCLES","S 11KW ZF14.4","11.00","L3e",1
"ZERO MOTORCYCLES","S 14.4","11.00","L3e",18
"ZERO MOTORCYCLES","S 15.6","11.00","L3e",1
"ZERO MOTORCYCLES","S","11.00","L3e",2
"ZERO MOTORCYCLES","SR ZF14.4","40.00","L3e",2
"ZERO MOTORCYCLES","SR ZF15.6","40.00","L3e",1
"ZERO MOTORCYCLES","SR/F ZF15.6","40.00","L3e",2
"ZERO MOTORCYCLES","SR/F ZF17.3","40.00","L3e",1
"ZERO MOTORCYCLES","SR","28.00","L3e",1
"ZERO MOTORCYCLES","ZERO MOTORCYCLE XE","6.00","L3e",12
